85;18/6/2014;9:17;Viagem;82;35.9;1;5500;Copa do Mundo
86;7/12/2015;1:17;Culinária;120;35.9;2;1100;venda Rapida
87;7/12/2016;7:29;Esporte;132;15.0;2;2200;dia das Maes
88;19/1/2017;2:47;Infantil;99;22.44;2;3300;Dia dos Namorados
89;7/6/2014;5:50;Moda;102;22.5;1;4400;Dia Internacional das mulheres
90;18/7/2015;4:50;Viagem;82;35.9;1;5500;Copa do Mundo
91;7/6/2016;16:20;Culinária;120;35.9;2;1100;venda Rapida
92;14/5/2017;12:7;Esporte;132;15.0;2;2200;dia das Maes
93;14/12/2014;18:46;Infantil;99;22.44;2;3300;Dia dos Namorados
94;28/7/2015;6:9;Moda;102;22.5;1;4400;Dia Internacional das mulheres
95;21/6/2016;3:13;Viagem;82;35.9;1;5500;Copa do Mundo
96;16/9/2017;12:51;Culinária;120;35.9;2;1100;venda Rapida
97;13/2/2014;12:52;Esporte;132;15.0;2;2200;dia das Maes
98;26/10/2015;5:49;Infantil;99;22.44;2;3300;Dia dos Namorados
99;14/9/2016;13:6;Moda;102;22.5;1;4400;Dia Internacional das mulheres
100;1/12/2017;16:34;Viagem;82;35.9;1;5500;Copa do Mundo
101;15/9/2014;18:23;Culinária;120;35.9;2;1100;venda Rapida
102;25/8/2015;11:15;Esporte;132;15.0;2;2200;dia das Maes
103;14/4/2016;2:6;Infantil;99;22.44;2;3300;Dia dos Namorados
104;22/3/2017;6:27;Moda;102;22.5;1;4400;Dia Internacional das mulheres
105;13/9/2014;10:36;Viagem;82;35.9;1;5500;Copa do Mundo
106;1/1/2015;6:44;Culinária;120;35.9;2;1100;venda Rapida
107;20/10/2016;1:5;Esporte;132;15.0;2;2200;dia das Maes
108;2/5/2017;12:57;Infantil;99;22.44;2;3300;Dia dos Namorados
109;8/5/2014;12:55;Moda;102;22.5;1;4400;Dia Internacional das mulheres
110;11/1/2015;10:16;Viagem;82;35.9;1;5500;Copa do Mundo
111;13/7/2016;3:54;Culinária;120;35.9;2;1100;venda Rapida
112;17/12/2017;8:52;Esporte;132;15.0;2;2200;dia das Maes
113;12/10/2014;14:20;Infantil;99;22.44;2;3300;Dia dos Namorados
114;14/11/2015;4:47;Moda;102;22.5;1;4400;Dia Internacional das mulheres
115;8/10/2016;7:19;Viagem;82;35.9;1;5500;Copa do Mundo
116;12/6/2017;15:33;Culinária;120;35.9;2;1100;venda Rapida
117;7/11/2014;18:6;Esporte;132;15.0;2;2200;dia das Maes
118;3/6/2015;4:18;Infantil;99;22.44;2;3300;Dia dos Namorados
119;27/10/2016;7:15;Moda;102;22.5;1;4400;Dia Internacional das mulheres
120;25/12/2017;4:52;Viagem;82;35.9;1;5500;Copa do Mundo
121;12/8/2014;16:20;Culinária;120;35.9;2;1100;venda Rapida
122;4/9/2015;9:35;Esporte;132;15.0;2;2200;dia das Maes
123;17/4/2016;11:36;Infantil;99;22.44;2;3300;Dia dos Namorados
124;7/7/2017;7:22;Moda;102;22.5;1;4400;Dia Internacional das mulheres
125;1/6/2014;4:49;Viagem;82;35.9;1;5500;Copa do Mundo
126;15/5/2015;11:47;Culinária;120;35.9;2;1100;venda Rapida
127;25/3/2016;2:37;Esporte;132;15.0;2;2200;dia das Maes
128;12/2/2017;8:9;Infantil;99;22.44;2;3300;Dia dos Namorados
129;20/3/2014;3:59;Moda;102;22.5;1;4400;Dia Internacional das mulheres
130;28/11/2015;9:6;Viagem;82;35.9;1;5500;Copa do Mundo
131;4/6/2016;10:43;Culinária;120;35.9;2;1100;venda Rapida
132;9/2/2017;12:30;Esporte;132;15.0;2;2200;dia das Maes
133;17/10/2014;15:35;Infantil;99;22.44;2;3300;Dia dos Namorados
134;21/3/2015;9:41;Moda;102;22.5;1;4400;Dia Internacional das mulheres
135;9/1/2016;3:21;Viagem;82;35.9;1;5500;Copa do Mundo
136;9/5/2017;8:57;Culinária;120;35.9;2;1100;venda Rapida
137;27/7/2014;15:24;Esporte;132;15.0;2;2200;dia das Maes
138;7/6/2015;13:17;Infantil;99;22.44;2;3300;Dia dos Namorados
139;26/5/2016;6:45;Moda;102;22.5;1;4400;Dia Internacional das mulheres
140;16/7/2017;8:28;Viagem;82;35.9;1;5500;Copa do Mundo
141;12/11/2014;7:34;Culinária;120;35.9;2;1100;venda Rapida
142;23/9/2015;1:45;Esporte;132;15.0;2;2200;dia das Maes
143;2/9/2016;2:36;Infantil;99;22.44;2;3300;Dia dos Namorados
144;14/5/2017;2:24;Moda;102;22.5;1;4400;Dia Internacional das mulheres
145;28/3/2014;5:48;Viagem;82;35.9;1;5500;Copa do Mundo
146;9/8/2015;1:7;Culinária;120;35.9;2;1100;venda Rapida
147;11/12/2016;8:58;Esporte;132;15.0;2;2200;dia das Maes
148;17/10/2017;9:27;Infantil;99;22.44;2;3300;Dia dos Namorados
149;24/10/2014;10:30;Moda;102;22.5;1;4400;Dia Internacional das mulheres
150;12/8/2015;13:21;Viagem;82;35.9;1;5500;Copa do Mundo
151;5/8/2016;10:20;Culinária;120;35.9;2;1100;venda Rapida
152;17/12/2017;8:48;Esporte;132;15.0;2;2200;dia das Maes
153;17/7/2014;17:49;Infantil;99;22.44;2;3300;Dia dos Namorados
154;6/8/2015;12:15;Moda;102;22.5;1;4400;Dia Internacional das mulheres
155;10/11/2016;6:7;Viagem;82;35.9;1;5500;Copa do Mundo
156;18/10/2017;16:10;Culinária;120;35.9;2;1100;venda Rapida
157;12/4/2014;6:5;Esporte;132;15.0;2;2200;dia das Maes
158;24/4/2015;9:23;Infantil;99;22.44;2;3300;Dia dos Namorados
159;5/6/2016;8:5;Moda;102;22.5;1;4400;Dia Internacional das mulheres
160;17/12/2017;17:41;Viagem;82;35.9;1;5500;Copa do Mundo
161;16/6/2014;5:58;Culinária;120;35.9;2;1100;venda Rapida
162;14/11/2015;1:41;Esporte;132;15.0;2;2200;dia das Maes
163;4/2/2016;17:36;Infantil;99;22.44;2;3300;Dia dos Namorados
164;23/6/2017;10:54;Moda;102;22.5;1;4400;Dia Internacional das mulheres
165;10/5/2014;5:53;Viagem;82;35.9;1;5500;Copa do Mundo
166;13/5/2015;18:26;Culinária;120;35.9;2;1100;venda Rapida
167;25/2/2016;8:8;Esporte;132;15.0;2;2200;dia das Maes
168;26/10/2017;13:13;Infantil;99;22.44;2;3300;Dia dos Namorados
169;24/2/2014;7:28;Moda;102;22.5;1;4400;Dia Internacional das mulheres
170;2/6/2015;11:31;Viagem;82;35.9;1;5500;Copa do Mundo
171;18/3/2016;9:40;Culinária;120;35.9;2;1100;venda Rapida
172;6/3/2017;3:51;Esporte;132;15.0;2;2200;dia das Maes
173;9/4/2014;6:20;Infantil;99;22.44;2;3300;Dia dos Namorados
174;18/5/2015;15:14;Moda;102;22.5;1;4400;Dia Internacional das mulheres
175;20/8/2016;15:26;Viagem;82;35.9;1;5500;Copa do Mundo
176;2/11/2017;15:46;Culinária;120;35.9;2;1100;venda Rapida
177;4/7/2014;17:57;Esporte;132;15.0;2;2200;dia das Maes
178;11/9/2015;13:57;Infantil;99;22.44;2;3300;Dia dos Namorados
179;13/6/2016;4:56;Moda;102;22.5;1;4400;Dia Internacional das mulheres
180;7/1/2017;5:28;Viagem;82;35.9;1;5500;Copa do Mundo
181;14/12/2014;10:58;Culinária;120;35.9;2;1100;venda Rapida
182;9/2/2015;7:42;Esporte;132;15.0;2;2200;dia das Maes
183;4/10/2016;12:36;Infantil;99;22.44;2;3300;Dia dos Namorados
184;8/9/2017;14:59;Moda;102;22.5;1;4400;Dia Internacional das mulheres
185;17/12/2014;18:51;Viagem;82;35.9;1;5500;Copa do Mundo
186;8/2/2015;13:45;Culinária;120;35.9;2;1100;venda Rapida
187;26/2/2016;15:7;Esporte;132;15.0;2;2200;dia das Maes
188;27/1/2017;15:40;Infantil;99;22.44;2;3300;Dia dos Namorados
189;21/11/2014;18:17;Moda;102;22.5;1;4400;Dia Internacional das mulheres
190;18/1/2015;2:36;Viagem;82;35.9;1;5500;Copa do Mundo
191;10/4/2016;11:8;Culinária;120;35.9;2;1100;venda Rapida
192;16/12/2017;5:29;Esporte;132;15.0;2;2200;dia das Maes
193;14/3/2014;5:14;Infantil;99;22.44;2;3300;Dia dos Namorados
194;12/6/2015;18:1;Moda;102;22.5;1;4400;Dia Internacional das mulheres
195;13/8/2016;6:18;Viagem;82;35.9;1;5500;Copa do Mundo
196;11/8/2017;17:42;Culinária;120;35.9;2;1100;venda Rapida
197;12/10/2014;15:56;Esporte;132;15.0;2;2200;dia das Maes
198;17/7/2015;15:47;Infantil;99;22.44;2;3300;Dia dos Namorados
199;13/9/2016;9:19;Moda;102;22.5;1;4400;Dia Internacional das mulheres
200;22/5/2017;12:3;Viagem;82;35.9;1;5500;Copa do Mundo
201;28/6/2014;14:9;Culinária;120;35.9;2;1100;venda Rapida
202;8/1/2015;6:21;Esporte;132;15.0;2;2200;dia das Maes
203;16/9/2016;11:38;Infantil;99;22.44;2;3300;Dia dos Namorados
204;15/4/2017;2:40;Moda;102;22.5;1;4400;Dia Internacional das mulheres
205;23/6/2014;7:34;Viagem;82;35.9;1;5500;Copa do Mundo
206;3/7/2015;15:40;Culinária;120;35.9;2;1100;venda Rapida
207;1/11/2016;10:19;Esporte;132;15.0;2;2200;dia das Maes
208;4/11/2017;3:22;Infantil;99;22.44;2;3300;Dia dos Namorados
209;21/5/2014;1:12;Moda;102;22.5;1;4400;Dia Internacional das mulheres
210;6/6/2015;10:10;Viagem;82;35.9;1;5500;Copa do Mundo
211;8/7/2016;4:20;Culinária;120;35.9;2;1100;venda Rapida
212;26/12/2017;2:14;Esporte;132;15.0;2;2200;dia das Maes
213;11/3/2014;9:59;Infantil;99;22.44;2;3300;Dia dos Namorados
214;1/1/2015;8:48;Moda;102;22.5;1;4400;Dia Internacional das mulheres
215;14/12/2016;14:25;Viagem;82;35.9;1;5500;Copa do Mundo
216;11/4/2017;6:46;Culinária;120;35.9;2;1100;venda Rapida
217;12/9/2014;1:19;Esporte;132;15.0;2;2200;dia das Maes
218;22/6/2015;9:43;Infantil;99;22.44;2;3300;Dia dos Namorados
219;27/1/2016;10:18;Moda;102;22.5;1;4400;Dia Internacional das mulheres
220;16/7/2017;10:39;Viagem;82;35.9;1;5500;Copa do Mundo
221;22/9/2014;3:19;Culinária;120;35.9;2;1100;venda Rapida
222;1/12/2015;16:47;Esporte;132;15.0;2;2200;dia das Maes
223;13/7/2016;16:55;Infantil;99;22.44;2;3300;Dia dos Namorados
224;6/12/2017;14:45;Moda;102;22.5;1;4400;Dia Internacional das mulheres
225;12/3/2014;3:58;Viagem;82;35.9;1;5500;Copa do Mundo
226;15/6/2015;7:43;Culinária;120;35.9;2;1100;venda Rapida
227;5/5/2016;3:4;Esporte;132;15.0;2;2200;dia das Maes
228;25/5/2017;3:9;Infantil;99;22.44;2;3300;Dia dos Namorados
229;3/11/2014;15:51;Moda;102;22.5;1;4400;Dia Internacional das mulheres
230;13/5/2015;7:11;Viagem;82;35.9;1;5500;Copa do Mundo
231;17/11/2016;14:45;Culinária;120;35.9;2;1100;venda Rapida
232;6/1/2017;12:13;Esporte;132;15.0;2;2200;dia das Maes
233;2/5/2014;3:42;Infantil;99;22.44;2;3300;Dia dos Namorados
234;13/10/2015;1:54;Moda;102;22.5;1;4400;Dia Internacional das mulheres
235;7/4/2016;10:30;Viagem;82;35.9;1;5500;Copa do Mundo
236;18/12/2017;16:50;Culinária;120;35.9;2;1100;venda Rapida
237;16/10/2014;3:28;Esporte;132;15.0;2;2200;dia das Maes
238;9/8/2015;7:30;Infantil;99;22.44;2;3300;Dia dos Namorados
239;17/4/2016;17:11;Moda;102;22.5;1;4400;Dia Internacional das mulheres
240;24/3/2017;4:51;Viagem;82;35.9;1;5500;Copa do Mundo
241;9/11/2014;8:33;Culinária;120;35.9;2;1100;venda Rapida
242;6/8/2015;5:39;Esporte;132;15.0;2;2200;dia das Maes
243;24/7/2016;4:1;Infantil;99;22.44;2;3300;Dia dos Namorados
244;21/12/2017;16:29;Moda;102;22.5;1;4400;Dia Internacional das mulheres
245;9/5/2014;4:43;Viagem;82;35.9;1;5500;Copa do Mundo
246;16/6/2015;8:22;Culinária;120;35.9;2;1100;venda Rapida
247;16/11/2016;2:52;Esporte;132;15.0;2;2200;dia das Maes
248;6/4/2017;13:29;Infantil;99;22.44;2;3300;Dia dos Namorados
249;28/12/2014;18:9;Moda;102;22.5;1;4400;Dia Internacional das mulheres
250;15/5/2015;1:11;Viagem;82;35.9;1;5500;Copa do Mundo
251;6/4/2016;10:56;Culinária;120;35.9;2;1100;venda Rapida
252;11/4/2017;11:20;Esporte;132;15.0;2;2200;dia das Maes
253;25/9/2014;12:17;Infantil;99;22.44;2;3300;Dia dos Namorados
254;23/4/2015;2:33;Moda;102;22.5;1;4400;Dia Internacional das mulheres
255;11/12/2016;4:30;Viagem;82;35.9;1;5500;Copa do Mundo
256;9/10/2017;10:7;Culinária;120;35.9;2;1100;venda Rapida
257;14/4/2014;5:3;Esporte;132;15.0;2;2200;dia das Maes
258;10/12/2015;12:10;Infantil;99;22.44;2;3300;Dia dos Namorados
259;15/6/2016;11:15;Moda;102;22.5;1;4400;Dia Internacional das mulheres
260;13/11/2017;18:54;Viagem;82;35.9;1;5500;Copa do Mundo
261;5/10/2014;3:36;Culinária;120;35.9;2;1100;venda Rapida
262;1/3/2015;5:27;Esporte;132;15.0;2;2200;dia das Maes
263;12/7/2016;10:36;Infantil;99;22.44;2;3300;Dia dos Namorados
264;4/1/2017;13:11;Moda;102;22.5;1;4400;Dia Internacional das mulheres
265;8/6/2014;9:15;Viagem;82;35.9;1;5500;Copa do Mundo
266;27/11/2015;17:47;Culinária;120;35.9;2;1100;venda Rapida
267;12/6/2016;15:12;Esporte;132;15.0;2;2200;dia das Maes
268;18/7/2017;13:31;Infantil;99;22.44;2;3300;Dia dos Namorados
269;18/6/2014;18:23;Moda;102;22.5;1;4400;Dia Internacional das mulheres
270;24/3/2015;6:7;Viagem;82;35.9;1;5500;Copa do Mundo
271;14/8/2016;12:11;Culinária;120;35.9;2;1100;venda Rapida
272;8/6/2017;10:9;Esporte;132;15.0;2;2200;dia das Maes
273;3/7/2014;7:41;Infantil;99;22.44;2;3300;Dia dos Namorados
274;23/10/2015;5:2;Moda;102;22.5;1;4400;Dia Internacional das mulheres
275;21/9/2016;1:42;Viagem;82;35.9;1;5500;Copa do Mundo
276;14/6/2017;13:3;Culinária;120;35.9;2;1100;venda Rapida
277;24/9/2014;17:50;Esporte;132;15.0;2;2200;dia das Maes
278;27/4/2015;16:38;Infantil;99;22.44;2;3300;Dia dos Namorados
279;5/6/2016;14:26;Moda;102;22.5;1;4400;Dia Internacional das mulheres
280;22/11/2017;5:55;Viagem;82;35.9;1;5500;Copa do Mundo
281;21/7/2014;17:38;Culinária;120;35.9;2;1100;venda Rapida
282;5/4/2015;3:11;Esporte;132;15.0;2;2200;dia das Maes
283;5/4/2016;3:16;Infantil;99;22.44;2;3300;Dia dos Namorados
284;19/5/2017;10:19;Moda;102;22.5;1;4400;Dia Internacional das mulheres
285;2/10/2014;4:32;Viagem;82;35.9;1;5500;Copa do Mundo
286;13/12/2015;17:46;Culinária;120;35.9;2;1100;venda Rapida
287;2/1/2016;10:57;Esporte;132;15.0;2;2200;dia das Maes
288;23/10/2017;6:15;Infantil;99;22.44;2;3300;Dia dos Namorados
289;9/3/2014;14:45;Moda;102;22.5;1;4400;Dia Internacional das mulheres
290;8/7/2015;6:51;Viagem;82;35.9;1;5500;Copa do Mundo
291;16/3/2016;9:5;Culinária;120;35.9;2;1100;venda Rapida
292;4/9/2017;11:51;Esporte;132;15.0;2;2200;dia das Maes
293;9/2/2014;17:24;Infantil;99;22.44;2;3300;Dia dos Namorados
294;4/6/2015;11:45;Moda;102;22.5;1;4400;Dia Internacional das mulheres
295;2/7/2016;2:33;Viagem;82;35.9;1;5500;Copa do Mundo
296;23/11/2017;5:16;Culinária;120;35.9;2;1100;venda Rapida
297;25/7/2014;5:18;Esporte;132;15.0;2;2200;dia das Maes
298;18/8/2015;12:9;Infantil;99;22.44;2;3300;Dia dos Namorados
299;5/6/2016;10:33;Moda;102;22.5;1;4400;Dia Internacional das mulheres
300;13/11/2017;16:21;Viagem;82;35.9;1;5500;Copa do Mundo
301;27/8/2014;11:52;Culinária;120;35.9;2;1100;venda Rapida
302;4/11/2015;3:20;Esporte;132;15.0;2;2200;dia das Maes
303;5/4/2016;5:57;Infantil;99;22.44;2;3300;Dia dos Namorados
304;23/3/2017;18:18;Moda;102;22.5;1;4400;Dia Internacional das mulheres
305;24/6/2014;3:26;Viagem;82;35.9;1;5500;Copa do Mundo
306;18/1/2015;17:52;Culinária;120;35.9;2;1100;venda Rapida
307;3/4/2016;5:26;Esporte;132;15.0;2;2200;dia das Maes
308;27/10/2017;3:53;Infantil;99;22.44;2;3300;Dia dos Namorados
309;23/4/2014;4:30;Moda;102;22.5;1;4400;Dia Internacional das mulheres
310;3/4/2015;4:2;Viagem;82;35.9;1;5500;Copa do Mundo
311;3/6/2016;5:46;Culinária;120;35.9;2;1100;venda Rapida
312;3/2/2017;15:43;Esporte;132;15.0;2;2200;dia das Maes
313;7/11/2014;4:10;Infantil;99;22.44;2;3300;Dia dos Namorados
314;2/10/2015;2:4;Moda;102;22.5;1;4400;Dia Internacional das mulheres
315;20/1/2016;17:12;Viagem;82;35.9;1;5500;Copa do Mundo
316;9/10/2017;18:49;Culinária;120;35.9;2;1100;venda Rapida
317;1/11/2014;4:3;Esporte;132;15.0;2;2200;dia das Maes
318;20/9/2015;6:20;Infantil;99;22.44;2;3300;Dia dos Namorados
319;10/5/2016;16:46;Moda;102;22.5;1;4400;Dia Internacional das mulheres
320;21/6/2017;14:42;Viagem;82;35.9;1;5500;Copa do Mundo
321;24/4/2014;10:36;Culinária;120;35.9;2;1100;venda Rapida
322;3/3/2015;17:14;Esporte;132;15.0;2;2200;dia das Maes
323;15/6/2016;16:27;Infantil;99;22.44;2;3300;Dia dos Namorados
324;1/2/2017;1:49;Moda;102;22.5;1;4400;Dia Internacional das mulheres
325;17/10/2014;2:12;Viagem;82;35.9;1;5500;Copa do Mundo
326;19/11/2015;12:33;Culinária;120;35.9;2;1100;venda Rapida
327;3/11/2016;13:36;Esporte;132;15.0;2;2200;dia das Maes
328;21/3/2017;15:32;Infantil;99;22.44;2;3300;Dia dos Namorados
329;15/9/2014;4:33;Moda;102;22.5;1;4400;Dia Internacional das mulheres
330;11/4/2015;2:28;Viagem;82;35.9;1;5500;Copa do Mundo
331;23/2/2016;1:10;Culinária;120;35.9;2;1100;venda Rapida
332;8/3/2017;10:17;Esporte;132;15.0;2;2200;dia das Maes
333;10/6/2014;5:47;Infantil;99;22.44;2;3300;Dia dos Namorados
334;9/2/2015;6:59;Moda;102;22.5;1;4400;Dia Internacional das mulheres
335;7/3/2016;9:13;Viagem;82;35.9;1;5500;Copa do Mundo
336;28/3/2017;14:17;Culinária;120;35.9;2;1100;venda Rapida
337;23/10/2014;3:58;Esporte;132;15.0;2;2200;dia das Maes
338;1/2/2015;18:51;Infantil;99;22.44;2;3300;Dia dos Namorados
339;10/12/2016;16:23;Moda;102;22.5;1;4400;Dia Internacional das mulheres
340;2/6/2017;7:49;Viagem;82;35.9;1;5500;Copa do Mundo
341;12/3/2014;5:36;Culinária;120;35.9;2;1100;venda Rapida
342;1/5/2015;3:14;Esporte;132;15.0;2;2200;dia das Maes
343;24/4/2016;14:50;Infantil;99;22.44;2;3300;Dia dos Namorados
344;2/2/2017;4:2;Moda;102;22.5;1;4400;Dia Internacional das mulheres
345;1/11/2014;18:54;Viagem;82;35.9;1;5500;Copa do Mundo
346;25/7/2015;17:24;Culinária;120;35.9;2;1100;venda Rapida
347;26/7/2016;2:40;Esporte;132;15.0;2;2200;dia das Maes
348;13/4/2017;17:1;Infantil;99;22.44;2;3300;Dia dos Namorados
349;16/3/2014;17:56;Moda;102;22.5;1;4400;Dia Internacional das mulheres
350;22/3/2015;12:9;Viagem;82;35.9;1;5500;Copa do Mundo
351;26/4/2016;6:59;Culinária;120;35.9;2;1100;venda Rapida
352;21/6/2017;18:31;Esporte;132;15.0;2;2200;dia das Maes
353;10/6/2014;4:12;Infantil;99;22.44;2;3300;Dia dos Namorados
354;11/1/2015;11:45;Moda;102;22.5;1;4400;Dia Internacional das mulheres
355;6/6/2016;3:11;Viagem;82;35.9;1;5500;Copa do Mundo
356;25/9/2017;11:13;Culinária;120;35.9;2;1100;venda Rapida
357;27/8/2014;1:26;Esporte;132;15.0;2;2200;dia das Maes
358;27/8/2015;10:57;Infantil;99;22.44;2;3300;Dia dos Namorados
359;19/7/2016;4:25;Moda;102;22.5;1;4400;Dia Internacional das mulheres
360;10/6/2017;15:19;Viagem;82;35.9;1;5500;Copa do Mundo
361;14/5/2014;17:20;Culinária;120;35.9;2;1100;venda Rapida
362;9/2/2015;10:13;Esporte;132;15.0;2;2200;dia das Maes
363;4/10/2016;6:39;Infantil;99;22.44;2;3300;Dia dos Namorados
364;14/11/2017;14:25;Moda;102;22.5;1;4400;Dia Internacional das mulheres
365;12/2/2014;7:57;Viagem;82;35.9;1;5500;Copa do Mundo
366;17/6/2015;6:57;Culinária;120;35.9;2;1100;venda Rapida
367;6/6/2016;5:56;Esporte;132;15.0;2;2200;dia das Maes
368;1/4/2017;3:36;Infantil;99;22.44;2;3300;Dia dos Namorados
